Time,TinH2,TinAIR,ToutH2,TinWAT,I,PoutAIR,HrAIRFC,ToutAIR,Utot
2.1645573055,24.8267,43.1712,37.6215,53.7053,69.9859,1266.4547,52.0219,51.2027,3.3303
2.2652344999,24.8348,43.1668,37.6069,53.7007,69.985,1266.4717,52.0355,51.2016,3.3303
2.3659115832,24.8454,43.181,37.6407,53.6972,69.9845,1265.9994,52.0398,51.2016,3.33
2.4665886666,24.8526,43.2076,37.5893,53.7005,69.9864,1266.0564,52.0391,51.2107,3.3294
2.5672657777,24.8572,43.2092,37.5915,53.703,69.9903,1265.7321,52.0159,51.2079,3.3287
2.6679429166,24.8613,43.2039,37.6474,53.7038,69.9927,1265.533,52.0089,51.2117,3.3285
2.7686198611,24.8623,43.1861,37.6677,53.7053,69.9932,1265.7094,52.0179,51.2064,3.3283
2.8692970833,24.8605,43.1901,37.703,53.7003,69.9922,1265.6695,52.0156,51.2127,3.3282
2.9699741944,24.8587,43.2101,37.6974,53.6942,69.9946,1265.55,52.03,51.2199,3.3279
3.0706513056,24.855,43.2303,37.6896,53.6806,69.996,1265.1915,52.0647,51.2143,3.3276
3.171328389,24.8507,43.2206,37.6641,53.6923,69.9974,1265.4647,52.0321,51.213,3.3275
3.2720055279,24.847,43.1998,37.663,53.6882,69.9983,1265.2656,52.0179,51.2057,3.3271
3.3726827779,24.8393,43.1935,37.6617,53.6922,70.0007,1265.6298,52.0193,51.2021,3.3269
3.4733599445,24.8333,43.1916,37.659,53.6921,70.0002,1265.7493,52.0052,51.2041,3.3272
3.5740369723,24.8264,43.1926,37.6578,53.6876,70.0027,1265.8062,52.0248,51.1848,3.3277
3.674714139,24.8209,43.1857,37.704,53.6893,70.0022,1265.8574,52.02,51.1829,3.3278
3.775391389,24.8164,43.1976,37.719,53.6905,70.0051,1265.5558,52.0102,51.1864,3.3276
3.876068389,24.8107,43.1935,37.6972,53.685,70.009,1265.6355,51.9727,51.1858,3.3277
3.9767455279,24.8064,43.2026,37.6738,53.697,70.011,1265.6697,51.9805,51.1798,3.3271
4.0774226945,24.7994,43.2013,37.6751,53.7079,70.0135,1265.6924,51.9224,51.1851,3.3263
4.1781,24.7921,43.2055,37.6419,53.7067,70.016,1265.6696,51.9134,51.1874,3.3266
4.2787772222,24.7821,43.2044,37.6807,53.7102,70.018,1265.9541,51.9212,51.1906,3.3261
4.3794543056,24.7749,43.2044,37.6996,53.7126,70.0175,1265.8915,51.9128,51.1963,3.3263
4.4801317223,24.767,43.2,37.7024,53.7219,70.0195,1265.6809,51.9275,51.1941,3.3258
4.5808091111,24.7594,43.2062,37.7293,53.7289,70.0165,1265.6183,51.9229,51.2125,3.3251
4.6814883333,24.7523,43.2148,37.6473,53.7137,70.0175,1265.5386,51.928,51.2209,3.3246
4.7821665277,24.7469,43.2048,37.6309,53.7131,70.0165,1265.6751,51.9172,51.2286,3.3241
4.8828440555,24.746,43.1912,37.6393,53.7414,70.0165,1265.7434,51.9253,51.2207,3.3234
4.9835212499,24.7485,43.1742,37.6369,53.7532,70.0184,1265.8799,51.9199,51.2317,3.3233
5.0841984999,24.7537,43.1748,37.6449,53.7639,70.0174,1265.9255,51.9513,51.2501,3.3236
5.1848757221,24.7615,43.1897,37.6847,53.7672,70.0174,1266.1133,51.9784,51.2632,3.3233
5.2855528332,24.7746,43.2096,37.6629,53.7737,70.0164,1266.0109,51.9805,51.2727,3.3234
5.3862299165,24.7905,43.1959,37.6411,53.7678,70.0194,1266.1646,51.9966,51.2715,3.3227
5.4869067498,24.8065,43.1944,37.6401,53.727,70.0194,1266.3467,52.0322,51.2797,3.3228
5.5875838332,24.8241,43.1961,37.6295,53.7284,70.0209,1266.5345,52.0524,51.2832,3.3228
5.688258861,24.839,43.1933,37.6165,53.7498,70.0204,1266.6995,52.0452,51.2849,3.3228
5.7889349166,24.8551,43.1923,37.6595,53.7489,70.0224,1266.6199,52.068,51.2826,3.3228
5.8896116666,24.871,43.1833,37.6847,53.7419,70.0214,1266.3297,52.0781,51.2927,3.3227
5.9902887777,24.8837,43.1776,37.7091,53.7305,70.0195,1266.0167,52.0864,51.2822,3.323
6.0909658888,24.8973,43.1657,37.7302,53.7241,70.019,1266.0793,52.0884,51.2764,3.3228
6.1916427777,24.9105,43.1524,37.7574,53.7172,70.0185,1265.9826,52.0842,51.2702,3.3222
6.2923198888,24.9218,43.1441,37.7497,53.7202,70.0195,1265.8289,52.0747,51.2738,3.322
6.3929970277,24.9276,43.1635,37.7439,53.7145,70.017,1265.6183,52.0984,51.2835,3.3219
6.49367425,24.9325,43.1797,37.7549,53.7422,70.0189,1265.5329,52.0904,51.2761,3.3219
6.5943513055,24.9358,43.1852,37.7415,53.7258,70.0204,1265.6922,52.1084,51.2607,3.3219
6.6950284722,24.9405,43.1896,37.7408,53.7151,70.0224,1265.5727,52.1537,51.2612,3.3218
6.7957055833,24.9452,43.1928,37.7315,53.7097,70.0229,1265.5385,52.1501,51.2534,3.3214
6.8963829444,24.9458,43.2035,37.6817,53.7154,70.0239,1265.8515,52.1416,51.2558,3.3215
6.9970600555,24.9455,43.2135,37.6435,53.712,70.0244,1265.715,52.1619,51.2552,3.3208
7.0977371389,24.9438,43.2176,37.6246,53.7164,70.0264,1265.567,52.1301,51.2442,3.3203
7.1984142778,24.9413,43.2185,37.6019,53.7153,70.0279,1265.1914,52.1425,51.2427,3.3198
7.2990914723,24.9372,43.2152,37.608,53.7057,70.0294,1265.4816,52.1691,51.2396,3.3193
7.399768639,24.9351,43.2091,37.5808,53.7199,70.0294,1265.4588,52.1445,51.2422,3.3192
7.5004457779,24.935,43.19,37.5898,53.7281,70.0275,1265.2255,52.118,51.2431,3.3183
7.6011229446,24.9366,43.1776,37.6086,53.7339,70.027,1265.2312,52.1144,51.2511,3.3177
7.7018002223,24.9381,43.1729,37.605,53.7454,70.0275,1265.4418,52.071,51.2612,3.3172
7.8024775001,24.9393,43.1908,37.5822,53.7509,70.0265,1265.4987,52.086,51.2703,3.3173
7.9031544445,24.9415,43.2114,37.6006,53.7392,70.0265,1265.345,52.1313,51.2655,3.3169
8.0038316112,24.9436,43.21,37.6172,53.747,70.027,1265.4189,52.0982,51.2769,3.3167
8.1045087223,24.9461,43.2152,37.6261,53.7392,70.0289,1265.4758,52.1201,51.2993,3.317
8.2051860001,24.9504,43.2218,37.6351,53.7407,70.0298,1265.5213,52.1216,51.2952,3.3173
8.3058631668,24.955,43.24,37.633,53.7434,70.0288,1265.5726,52.1193,51.2917,3.3172
8.4065404168,24.9579,43.258,37.6531,53.7352,70.0322,1265.6865,52.1451,51.282,3.3169
8.5072175001,24.9606,43.2797,37.6436,53.7356,70.0336,1265.9369,52.1745,51.2784,3.3171
8.6078946112,24.9624,43.2926,37.6874,53.7384,70.0355,1266.0052,52.1357,51.2818,3.3171
8.708571639,24.9628,43.2978,37.6889,53.7286,70.0345,1265.8231,52.1388,51.2708,3.3169
8.8092491945,24.9619,43.2845,37.741,53.7175,70.0345,1265.6922,52.1422,51.2659,3.3163
8.9099263334,24.9597,43.2744,37.7759,53.7299,70.0374,1265.6979,52.1077,51.2815,3.3165
9.0106034445,24.9563,43.2831,37.786,53.7204,70.0379,1265.9768,52.1371,51.2705,3.3163
9.1112806945,24.9527,43.2845,37.7823,53.7274,70.0365,1266.0849,52.1416,51.2644,3.3156
9.2119576667,24.9475,43.2816,37.7592,53.7276,70.0361,1266.0963,52.1141,51.27,3.3156
9.3126347222,24.9435,43.2851,37.7474,53.7313,70.038,1265.9312,52.1087,51.2686,3.3157
9.4133117777,24.9392,43.2831,37.7415,53.7311,70.038,1265.9482,52.0971,51.2675,3.3152
9.5139889721,24.9368,43.2722,37.7579,53.7222,70.0371,1265.988,52.0793,51.2759,3.3149
9.614666139,24.9341,43.2599,37.7133,53.7201,70.0366,1266.0108,52.0893,51.2737,3.3148
9.7153451669,24.9313,43.2463,37.769,53.7288,70.0376,1266.1758,52.0748,51.2856,3.3148
9.8160223056,24.9272,43.2559,37.7138,53.737,70.0391,1266.3295,52.0929,51.2822,3.315
9.9166994446,24.9251,43.2698,37.662,53.7325,70.0386,1266.3636,52.113,51.2697,3.3141
10.0173766114,24.9248,43.2724,37.6244,53.7467,70.0386,1265.9652,52.0909,51.2766,3.3143
10.1180537226,24.925,43.2753,37.6026,53.7438,70.04,1265.7604,52.1054,51.2672,3.3139
10.2187308895,24.9265,43.2774,37.6658,53.7404,70.0409,1265.7433,52.1467,51.2646,3.3138
10.3194080564,24.9247,43.2685,37.7076,53.7429,70.0419,1265.7263,52.1269,51.2722,3.3137
10.4200853063,24.9255,43.2704,37.7276,53.749,70.0424,1265.5613,52.1166,51.279,3.3139
10.520762473,24.9247,43.268,37.7477,53.7505,70.0438,1265.6353,52.1206,51.2701,3.3135
10.621439612,24.9253,43.2618,37.7607,53.745,70.0443,1265.3792,52.1293,51.2629,3.3132
10.72211489,24.927,43.2736,37.732,53.7462,70.0452,1265.4817,52.1533,51.252,3.3134
10.822791501,24.9303,43.2843,37.7644,53.7418,70.0461,1265.7947,52.1622,51.2518,3.3134
10.923468945,24.9326,43.2774,37.8107,53.7376,70.0466,1265.6866,52.1673,51.2402,3.3135
11.024146112,24.9326,43.2583,37.8396,53.7394,70.0475,1265.6525,52.1362,51.2387,3.3136
11.124823334,24.9314,43.2424,37.8622,53.7381,70.0485,1265.7094,52.1387,51.2383,3.314
11.225500723,24.9319,43.2429,37.8755,53.7344,70.0495,1265.6468,52.1379,51.2237,3.3136
11.326178001,24.934,43.2536,37.8459,53.7229,70.0485,1265.8858,52.1724,51.2128,3.3127
11.426854973,24.936,43.2406,37.8654,53.7156,70.0461,1266.0394,52.1847,51.2019,3.3125
11.527532056,24.9386,43.2297,37.844,53.7234,70.0471,1265.8289,52.1733,51.2035,3.3128
11.62820925,24.9415,43.2288,37.8784,53.7284,70.0471,1265.9939,52.1806,51.2064,3.3126
11.728886416,24.9422,43.2376,37.869,53.7268,70.0476,1265.8402,52.179,51.1968,3.3122
11.829563611,24.9441,43.2304,37.8921,53.7361,70.0481,1265.6182,52.1286,51.2004,3.3123
11.930240611,24.9477,43.2272,37.8904,53.743,70.0472,1266.2157,52.1025,51.2171,3.3122
12.030917805,24.9526,43.2307,37.8971,53.7389,70.0477,1266.7165,52.136,51.219,3.3121
12.131594833,24.9569,43.2387,37.9096,53.7438,70.0458,1266.6653,52.133,51.224,3.3117
12.232271888,24.9583,43.2452,37.8685,53.7508,70.0434,1266.7962,52.1041,51.2454,3.3115
12.332948888,24.9589,43.2402,37.863,53.7614,70.0434,1266.3409,52.0784,51.2527,3.3118
12.433626083,24.9612,43.2316,37.8567,53.7631,70.0444,1266.2556,52.0816,51.2571,3.3114
12.534303222,24.961,43.2327,37.8238,53.7614,70.0429,1266.2271,52.0759,51.2639,3.3109
12.634980472,24.9604,43.2507,37.7692,53.7491,70.0424,1266.2157,52.1194,51.2484,3.3106
12.735657556,24.9609,43.2516,37.8109,53.7466,70.0424,1266.0393,52.1219,51.2524,3.3102
12.836334722,24.9603,43.2414,37.8366,53.7444,70.0414,1266.0507,52.1291,51.2503,3.3099
12.937011861,24.9576,43.2264,37.8083,53.7397,70.0428,1265.237,52.1326,51.2418,3.3102
13.037689028,24.9559,43.2321,37.8422,53.6654,70.0428,1264.8045,52.1649,51.238,3.3099
13.138366472,24.9551,43.244,37.8792,53.6615,70.0437,1264.8955,52.1516,51.2299,3.3099
13.239043417,24.9551,43.2575,37.8943,53.6622,70.0442,1264.924,52.191,51.2227,3.3098
13.339720833,24.9589,43.2523,37.9382,53.6571,70.0447,1265.2939,52.2113,51.2259,3.3096
13.440398305,24.9596,43.2494,37.9443,53.6664,70.0451,1265.0435,52.1836,51.229,3.31
13.541076222,24.9616,43.2566,37.962,53.6717,70.0456,1265.1118,52.2035,51.2314,3.3099
13.641753305,24.9616,43.2571,38.0077,53.6936,70.0461,1265.2029,52.166,51.2556,3.3102
13.742430388,24.963,43.2529,37.9714,53.6971,70.0461,1265.3452,52.1605,51.2632,3.31
13.843107527,24.9628,43.2429,37.9304,53.7018,70.0466,1265.3225,52.1568,51.2702,3.3097
13.943784611,24.9645,43.2614,37.959,53.7106,70.0466,1265.7891,52.1584,51.2848,3.3092
14.044462083,24.9684,43.2738,37.9025,53.7856,70.0452,1266.1647,52.1386,51.2851,3.3089
14.145139028,24.9718,43.2718,37.8854,53.7909,70.0457,1266.4891,52.1428,51.2949,3.3091
14.245816389,24.9763,43.2461,37.9148,53.7913,70.0481,1266.5175,52.0956,51.2935,3.3093
14.346493417,24.9767,43.2446,37.9017,53.7923,70.0476,1266.2273,52.0934,51.2915,3.3097
14.44717025,24.9777,43.2614,37.9048,53.7898,70.0491,1266.4322,52.1104,51.2914,3.3094
14.547846667,24.9783,43.2617,37.908,53.7915,70.0501,1266.1477,52.0842,51.292,3.3096
14.648523723,24.9812,43.2548,37.881,53.7751,70.0511,1265.977,52.1159,51.2804,3.3094
14.74920089,24.9821,43.2375,37.9328,53.7677,70.0511,1266.0168,52.1128,51.2713,3.3096
14.849877974,24.9838,43.2385,37.8798,53.7624,70.0526,1265.994,52.1322,51.2648,3.3095
14.950555112,24.983,43.2395,37.88,53.7558,70.0526,1265.9428,52.1508,51.255,3.3096
15.051231834,24.9821,43.2321,37.9384,53.742,70.0545,1265.7834,52.1559,51.2592,3.309
15.151908917,24.9822,43.2329,37.9076,53.7284,70.055,1265.5216,52.1893,51.2491,3.3085
15.252586,24.9778,43.2398,37.826,53.7323,70.0545,1265.3737,52.2033,51.2518,3.3082
15.353263167,24.9811,43.2341,37.8435,53.7306,70.055,1265.5046,52.1937,51.2457,3.3076
15.453940334,24.9818,43.2412,37.8397,53.7242,70.054,1265.3907,52.2118,51.2392,3.3073
15.554617639,24.9812,43.2479,37.8701,53.7217,70.0535,1265.5443,52.2061,51.2331,3.3071
15.655294806,24.9784,43.2439,37.8614,53.7267,70.054,1265.567,52.1761,51.2342,3.3072
15.755972028,24.9756,43.2514,37.8338,53.7357,70.054,1265.8231,52.1653,51.2479,3.3073
15.856649222,24.9748,43.263,37.8732,53.7358,70.053,1265.8288,52.1706,51.249,3.3075
15.957326334,24.9768,43.2625,37.8837,53.7349,70.053,1265.7776,52.1502,51.2552,3.3071
16.058003445,24.9752,43.2625,37.8331,53.7508,70.053,1265.7037,52.1487,51.2552,3.3071
16.158680528,24.9735,43.2585,37.8288,53.7539,70.0525,1265.6411,52.1485,51.2539,3.3072
16.259357723,24.9767,43.2742,37.9036,53.7465,70.052,1265.8744,52.1733,51.2537,3.307
16.360034667,24.9704,43.2716,37.9039,53.7506,70.0515,1265.863,52.1689,51.2593,3.3071
16.460711861,24.9697,43.2477,37.8881,53.7572,70.0525,1266.1988,52.1114,51.2668,3.3069
16.561388889,24.969,43.2311,37.8693,53.7481,70.053,1266.25,52.1388,51.2654,3.3064
16.662066139,24.9698,43.2418,37.8769,53.7524,70.0525,1266.0452,52.1371,51.27,3.3062
16.762743556,24.9715,43.2554,37.8444,53.7558,70.0525,1265.5785,52.1681,51.2754,3.3058
16.863420695,24.9766,43.2548,37.8795,53.7624,70.0525,1265.6183,52.1369,51.282,3.3052
16.964097917,24.9783,43.2392,37.8479,53.7697,70.052,1265.4476,52.1267,51.2849,3.3049
17.064775167,24.9815,43.2406,37.8538,53.7634,70.0515,1265.5102,52.1036,51.2848,3.3053
17.165452473,24.9847,43.2512,37.8417,53.7712,70.052,1265.5444,52.0717,51.2982,3.3049
17.266129528,24.9861,43.2471,37.7931,53.7855,70.052,1265.5558,52.0431,51.3056,3.305
17.36680675,24.9923,43.2503,37.7539,53.7775,70.0525,1265.6696,52.036,51.3023,3.3051
17.467483917,24.9982,43.2552,37.8035,53.775,70.0525,1265.5558,52.0711,51.3001,3.3051
17.568161056,25.0058,43.2773,37.8212,53.7861,70.0525,1265.4705,52.0738,51.3076,3.305
17.668838111,25.0111,43.2787,37.8568,53.7855,70.053,1265.7777,52.0625,51.2877,3.3051
17.769514999,25.0165,43.2772,37.8714,53.7737,70.054,1265.9997,52.0546,51.2712,3.3046
17.870192193,25.0195,43.2662,37.8346,53.7634,70.055,1265.9542,52.052,51.2659,3.3044
17.970869304,25.0245,43.2769,37.8431,53.762,70.056,1265.8916,52.0692,51.2618,3.3044
18.071546415,25.0284,43.2804,37.8839,53.7663,70.0565,1265.7834,52.0742,51.2658,3.3039
18.172223554,25.0318,43.2721,37.8918,53.7671,70.057,1265.9768,52.0873,51.2642,3.3041
18.272900832,25.0323,43.2623,37.9359,53.7569,70.0575,1266.0052,52.0915,51.2576,3.304
18.373578027,25.0318,43.2554,37.9596,53.7369,70.0585,1265.8971,52.1454,51.2678,3.3036
18.474255166,25.0262,43.2618,37.9413,53.744,70.0585,1265.6922,52.1291,51.2797,3.3036
18.574932305,25.0196,43.2626,37.947,53.7303,70.0585,1265.7946,52.1856,51.2663,3.3041
18.675609472,25.0146,43.2603,37.9135,53.7268,70.0585,1265.8743,52.1834,51.2897,3.3032
18.776286667,25.01,43.2505,37.9411,53.733,70.0575,1265.9995,52.1649,51.3012,3.3029
18.876963779,25.0019,43.263,37.9148,53.7245,70.0575,1266.1588,52.2138,51.2967,3.3029
18.977641001,24.9929,43.2691,37.9145,53.7215,70.058,1266.4148,52.2102,51.2902,3.3028
19.078318196,24.984,43.2607,37.8832,53.7151,70.0585,1266.8303,52.2105,51.2837,3.3025
19.178995279,24.9727,43.2388,37.9055,53.7081,70.0585,1266.8816,52.1702,51.2856,3.3022
19.279672334,24.9652,43.237,37.8649,53.7114,70.059,1266.8816,52.1718,51.2845,3.302
19.3803495,24.9559,43.2558,37.8857,53.7346,70.059,1266.9954,52.1343,51.2731,3.3016
19.48102675,24.9481,43.2693,37.8668,53.7291,70.059,1267.0694,52.1604,51.2457,3.301
19.581703944,24.9414,43.2668,37.855,53.7363,70.059,1267.1434,52.1036,51.2538,3.3003
19.682381138,24.9351,43.2602,37.8625,53.7413,70.0585,1266.7963,52.093,51.2532,3.3007
19.78306011,24.9302,43.2585,37.821,53.7414,70.0585,1266.5288,52.1065,51.2474,3.3011
19.883737276,24.9263,43.2564,37.886,53.7539,70.0585,1266.1248,52.0904,51.2478,3.3011
19.984414387,24.9258,43.2482,37.9234,53.7502,70.0585,1266.4777,52.0921,51.2555,3.3015
20.085091553,24.9264,43.2459,37.9486,53.7562,70.058,1266.0964,52.108,51.2465,3.3016
20.185768775,24.9291,43.2583,37.9532,53.7513,70.0575,1265.9939,52.1734,51.2366,3.3012
20.286446553,24.9297,43.2477,37.9345,53.7441,70.057,1265.9427,52.2096,51.2273,3.3009
20.387123637,24.9318,43.2454,37.962,53.7211,70.0555,1265.863,52.2228,51.2335,3.301
20.487800776,24.9362,43.2393,37.9712,53.7138,70.055,1265.8459,52.2381,51.251,3.3013
20.588477887,24.9399,43.2233,37.9423,53.7213,70.055,1265.7548,52.2191,51.2603,3.3011
20.689155137,24.9436,43.219,37.9932,53.7175,70.0555,1265.8857,52.2433,51.2593,3.301
20.789830415,24.9459,43.2207,38.0368,53.7095,70.0555,1265.8743,52.2405,51.2634,3.3006
20.890507665,24.9474,43.235,38.0282,53.7052,70.0555,1266.1304,52.2681,51.2647,3.3002
20.991184887,24.9481,43.2389,38.0185,53.7085,70.0555,1265.5158,52.2632,51.2631,3.2998
21.091862249,24.9486,43.2339,38.0072,53.7117,70.056,1265.6694,52.2403,51.282,3.2994
21.192539333,24.9505,43.2235,38.2873,53.7168,70.0565,1265.7434,52.231,51.29,3.2996
21.293216,24.952,43.2488,38.3214,53.7182,70.057,1265.5727,52.2262,51.305,3.2991
21.39389325,24.954,43.2571,38.2669,53.7482,70.0585,1265.8914,52.2183,51.3093,3.2994
21.494570278,24.9534,43.2401,38.2908,53.7546,70.0595,1266.0678,52.1794,51.3107,3.2995
21.595247473,24.9517,43.2395,38.2933,53.7377,70.06,1266.3865,52.2411,51.297,3.2994
21.695924529,24.9515,43.2489,38.2826,53.7469,70.06,1266.4206,52.2246,51.3053,3.2989
21.796602001,24.9529,43.264,38.2578,53.7566,70.061,1266.4889,52.2325,51.3041,3.299
21.897279335,24.9549,43.2541,38.2454,53.7644,70.062,1266.6368,52.1823,51.314,3.2991
21.997956363,24.9555,43.2523,38.2134,53.7654,70.062,1266.6823,52.1877,51.3179,3.299
22.098633335,24.9567,43.2595,38.2054,53.7564,70.062,1266.8872,52.2222,51.3083,3.2992
22.199310474,24.9588,43.2818,37.9066,53.7621,70.0615,1266.8815,52.2084,51.3084,3.2995
22.299987752,24.9591,43.2697,37.882,53.7704,70.062,1267.1205,52.1801,51.306,3.3001
22.400664946,24.9605,43.2543,37.8651,53.7705,70.0615,1266.9612,52.1718,51.3068,3.2996
22.501342168,24.9625,43.2709,37.8663,53.7729,70.0615,1267.058,52.1921,51.3103,3.2992
22.602019251,24.9657,43.2868,37.8935,53.78,70.0615,1266.9101,52.1586,51.3162,3.2996
22.702696529,24.9705,43.2825,37.8906,53.7737,70.0615,1267.2345,52.1582,51.3095,3.2997
22.803373418,24.9731,43.2672,37.9138,53.7727,70.0615,1267.4451,52.1557,51.3174,3.2999
22.904050556,24.9755,43.269,37.9101,53.7684,70.0595,1267.3484,52.1725,51.3161,3.3002
23.004727751,24.9784,43.278,37.9231,53.7717,70.0595,1267.5362,52.1743,51.3105,3.3002
23.105404779,24.9813,43.2613,37.9105,53.7737,70.06,1267.1435,52.1388,51.3154,3.3003
23.206082001,24.9806,43.2528,37.9166,53.7747,70.06,1266.9387,52.1276,51.3179,3.3
23.306758945,24.9818,43.2675,37.9134,53.7659,70.0595,1267.0525,52.1577,51.3129,3.2993
23.407435973,24.9833,43.2659,37.942,53.7605,70.06,1266.6655,52.1425,51.3098,3.2996
23.50811314,24.9839,43.2493,37.9226,53.7575,70.06,1266.6427,52.1413,51.3066,3.2998
23.608790446,24.9857,43.2583,37.9032,53.754,70.06,1266.4719,52.156,51.301,3.2996
23.709467612,24.9841,43.2685,37.8866,53.7591,70.06,1266.267,52.1575,51.2973,3.2995
23.81014489,24.9835,43.2775,37.89,53.7551,70.06,1265.9711,52.1431,51.2829,3.2987
23.91082189,24.9828,43.2619,37.9041,53.7428,70.061,1265.7605,52.1386,51.2694,3.2983
24.01149914,24.9814,43.2551,37.8998,53.7456,70.061,1265.6751,52.1356,51.2797,3.2979
24.11217639,24.982,43.2835,37.9311,53.7467,70.0605,1265.8515,52.1584,51.2685,3.2976
24.212853584,24.9862,43.2966,37.9469,53.7472,70.061,1265.8173,52.1463,51.2705,3.297
24.313530779,24.9908,43.2755,37.9935,53.7568,70.061,1265.5783,52.0986,51.2853,3.2972
24.414207946,24.9933,43.2865,38.0069,53.7526,70.061,1266.0051,52.1263,51.2787,3.2967
24.514885084,24.9973,43.2995,37.9924,53.7413,70.061,1265.988,52.1428,51.273,3.2964
24.615562111,25.0003,43.2864,37.9924,53.7492,70.0605,1266.1758,52.1214,51.2783,3.2963
24.716239084,25.0028,43.2704,37.9671,53.7514,70.0605,1266.1872,52.1141,51.2861,3.2959
24.816916084,25.0049,43.2792,38.0013,53.7444,70.0595,1266.375,52.1577,51.2909,3.2962
24.917593251,25.0067,43.3041,38.0003,53.7501,70.06,1266.6766,52.1984,51.2946,3.296
25.018270223,25.0099,43.2989,38.0292,53.7436,70.0605,1266.9669,52.1977,51.2827,3.2961
25.118947445,25.0087,43.2815,38.0114,53.7408,70.0605,1267.0466,52.2114,51.2973,3.2965
25.219624584,25.0058,43.284,38.0176,53.7112,70.06,1267.2173,52.322,51.2833,3.2963
25.320301639,25.0012,43.3043,37.9883,53.7074,70.06,1267.3425,52.3339,51.2747,3.296
25.420978805,24.9979,43.2961,37.9654,53.6954,70.06,1267.0921,52.372,51.2778,3.2953
25.521656083,24.9933,43.2797,37.954,53.7089,70.0605,1266.8645,52.3402,51.288,3.2949
25.622333361,24.9876,43.2749,38.0306,53.6936,70.0605,1266.5914,52.39,51.2872,3.2946
25.723010694,24.9815,43.2769,38.0427,53.6846,70.0605,1266.4264,52.4067,51.2817,3.2949
25.823687999,24.9746,43.2542,37.9627,53.6901,70.0615,1266.0906,52.3735,51.2814,3.2951
25.92436511,24.9682,43.2393,38.0136,53.6952,70.061,1266.1191,52.3441,51.2968,3.2953
26.025042443,24.9609,43.2518,38.0157,53.6928,70.0605,1265.863,52.3773,51.3044,3.2947
26.125719582,24.956,43.2601,38.0388,53.6991,70.062,1265.6468,52.3618,51.3039,3.2941
26.226396749,24.9484,43.2388,38.0203,53.7257,70.063,1265.5785,52.2614,51.3066,3.2938
26.327073916,24.9423,43.2304,38.0445,53.6649,70.063,1265.5614,52.3256,51.3113,3.2937
26.427751083,24.9368,43.2336,38.06,53.6767,70.063,1265.7321,52.2739,51.3059,3.2942
26.528428083,24.9308,43.2436,38.0666,53.6605,70.0625,1265.8858,52.3353,51.298,3.2942
26.629105166,24.9254,43.2297,37.9936,53.6743,70.0635,1265.9427,52.2593,51.3065,3.2941
26.729782221,24.9199,43.2179,37.97,53.6843,70.063,1266.1134,52.2471,51.3133,3.2939
26.83045936,24.9158,43.2294,37.9517,53.6807,70.0635,1266.3922,52.2694,51.3114,3.2935
26.931136582,24.9106,43.2255,37.9061,53.6746,70.064,1266.3182,52.2961,51.2988,3.2932
