Time,TinH2,TinAIR,ToutH2,TinWAT,I,PoutAIR,HrAIRFC,ToutAIR,Utot
509.52298789,28.6585,46.7892,39.2966,53.6011,69.8662,1266.6027,52.4872,51.0761,3.2295
509.6236647,28.6633,46.8031,39.3097,53.5943,69.8658,1266.2783,52.4903,51.0782,3.2293
509.72434189,28.6691,46.822,39.2933,53.5878,69.8653,1265.9084,52.5381,51.0708,3.229
509.825019,28.6738,46.824,39.297,53.5898,69.8653,1265.7377,52.529,51.0674,3.229
509.925696,28.6772,46.831,39.2864,53.5944,69.8653,1265.4247,52.4726,51.0835,3.2289
510.02637294,28.6854,46.8356,39.2897,53.629,69.8658,1265.5841,52.4567,51.0792,3.2289
510.12705008,28.6897,46.8526,39.294,53.6291,69.8654,1265.2427,52.458,51.0802,3.2288
510.22772703,28.6923,46.8915,39.2908,53.6366,69.8654,1265.4704,52.5252,51.0892,3.2289
510.32840408,28.6931,46.9227,39.233,53.6409,69.8668,1265.3793,52.5255,51.087,3.2287
510.42908119,28.6902,46.9545,39.3381,53.6274,69.8668,1265.8345,52.5817,51.0735,3.2289
510.52975847,28.685,46.9464,39.3233,53.639,69.8659,1266.1987,52.51,51.0775,3.2293
510.63043572,28.6789,46.8469,39.3208,53.6415,69.8663,1266.1817,52.5121,51.0758,3.2291
510.73111258,28.6734,46.7403,39.3283,53.6483,69.8668,1266.0166,52.4691,51.0839,3.2292
510.83178967,28.6688,46.6636,39.3222,53.6484,69.8663,1266.0565,52.4603,51.0838,3.2292
510.93246676,28.6646,46.6587,39.325,53.6601,69.8663,1266.4037,52.418,51.0922,3.2294
511.03314379,28.6596,46.6512,39.3404,53.6715,69.8663,1265.92,52.3734,51.1112,3.2291
511.13382087,28.6611,46.6469,39.353,53.6757,69.8663,1266.5005,52.4006,51.118,3.2293
511.234498,28.6687,46.643,39.3511,53.6818,69.8663,1266.2558,52.328,51.12,3.2293
511.33517497,28.6803,46.6392,39.3161,53.6793,69.8644,1266.3583,52.263,51.1179,3.2295
511.43585202,28.6996,46.6377,39.2355,53.6946,69.8639,1266.1364,52.2227,51.1356,3.2296
511.53652913,28.7237,46.6656,39.2567,53.7102,69.8639,1265.9429,52.2964,51.1453,3.2296
511.6372061,28.7518,46.7585,39.2523,53.7052,69.8635,1265.9486,52.3568,51.1484,3.2296
511.7378831,28.7819,46.8614,39.2584,53.7139,69.863,1266.3356,52.3754,51.1683,3.2299
511.83856004,28.8136,46.9279,39.2605,53.6572,69.8635,1266.125,52.3495,51.1884,3.23
511.93923709,28.8479,46.9305,39.3007,53.6623,69.8635,1265.8177,52.3641,51.2054,3.2299
512.03991415,28.8804,46.9397,39.3083,53.6568,69.863,1266.1762,52.4695,51.2003,3.2305
512.14059126,28.9106,46.9314,39.3182,53.6433,69.863,1265.9315,52.5398,51.1968,3.2303
512.24126826,28.9377,46.9229,39.3354,53.644,69.862,1266.1705,52.5338,51.2019,3.2304
512.34194562,28.9637,46.9208,39.3441,53.6524,69.863,1266.4778,52.5114,51.2147,3.2305
512.44262265,28.9848,46.9299,39.3431,53.6473,69.862,1266.7225,52.5291,51.2217,3.2307
512.54329979,29.0027,46.9206,39.3437,53.6503,69.8615,1266.9672,52.5196,51.2335,3.2308
512.64397679,29.0168,46.9101,39.3832,53.6607,69.8605,1266.8249,52.4764,51.2404,3.2309
512.74465393,29.03,46.8798,39.3893,53.6499,69.861,1266.4209,52.5226,51.2243,3.2305
512.84533101,29.0411,46.877,39.3997,53.7134,69.86,1266.4437,52.5676,51.2201,3.2305
512.94600821,29.0484,46.8481,39.4087,53.7023,69.8585,1266.3014,52.6258,51.2101,3.2304
513.04668532,29.0572,46.8385,39.4044,53.7045,69.858,1265.8404,52.5135,51.2161,3.2301
513.14736227,29.0656,46.8219,39.408,53.7131,69.858,1265.8574,52.4285,51.2277,3.2302
513.24803939,29.076,46.8502,39.4165,53.7064,69.8594,1265.5102,52.5937,51.2276,3.2301
513.34871623,29.0822,46.8593,39.4507,53.7045,69.8579,1265.1403,52.669,51.2324,3.2301
513.44939326,29.0871,46.8528,39.4383,53.6975,69.8594,1264.6623,52.7444,51.2313,3.2297
513.5500701,29.09,46.875,39.4458,53.6943,69.8599,1264.2696,52.6676,51.2184,3.2297
513.65074715,29.0906,46.8921,39.4119,53.6741,69.8609,1264.3493,52.7367,51.2023,3.2297
513.75142415,29.0903,46.9158,39.4181,53.6785,69.8604,1264.907,52.6827,51.2117,3.2303
513.85210118,29.0888,46.9279,39.4004,53.6845,69.8609,1265.1403,52.6767,51.2187,3.2308
513.95277818,29.087,46.9429,39.387,53.6845,69.8624,1265.4248,52.6415,51.2175,3.2311
514.05345523,29.0845,46.9468,39.3884,53.6818,69.8624,1265.624,52.6734,51.1973,3.2312
514.15413234,29.0785,46.9659,39.3757,53.683,69.8614,1266.1191,52.6901,51.1844,3.2316
514.25480942,29.0721,46.9426,39.3478,53.6894,69.861,1266.5516,52.5274,51.1881,3.2319
514.35548647,29.0647,46.9234,39.3226,53.6896,69.861,1266.8418,52.4453,51.1806,3.2323
514.45616369,29.0555,46.9113,39.3491,53.6943,69.861,1267.2401,52.3441,51.1752,3.2328
514.55684057,29.0473,46.8844,39.3198,53.6098,69.8619,1267.3369,52.3306,51.1887,3.2327
514.65751774,29.0428,46.8775,39.3303,53.6282,69.8604,1267.3539,52.3378,51.195,3.2331
514.75819482,29.038,46.8801,39.3257,53.6106,69.8604,1267.5416,52.4127,51.1812,3.233
514.85887193,29.0354,46.8738,39.3472,53.5989,69.8604,1267.9001,52.4226,51.169,3.2326
514.95954893,29.0299,46.8824,39.3404,53.6075,69.8604,1267.718,52.42,51.1794,3.2324
515.06022593,29.0244,46.8832,39.3554,53.6126,69.8614,1267.6269,52.4137,51.1981,3.2325
515.16090298,29.0224,46.8818,39.3476,53.6197,69.8609,1267.1603,52.4119,51.209,3.2326
515.26157998,29.0173,46.8711,39.3526,53.6217,69.8604,1266.7563,52.4183,51.2107,3.2324
515.36225704,29.0142,46.8634,39.4112,53.6017,69.8623,1266.5173,52.5084,51.2067,3.2322
515.46293393,29.0141,46.8599,39.4472,53.6012,69.8608,1266.3921,52.5276,51.2018,3.2322
515.56361096,29.0167,46.8692,39.462,53.6785,69.8599,1266.7278,52.5536,51.1807,3.2325
515.66428796,29.018,46.8504,39.4843,53.666,69.8614,1267.0124,52.452,51.1948,3.2323
515.76496496,29.0171,46.8373,39.4713,53.6801,69.8614,1266.8304,52.4181,51.2024,3.2324
515.86564196,29.0136,46.8227,39.4461,53.6248,69.8609,1266.8133,52.5377,51.1959,3.2325
515.96631918,29.0124,46.8161,39.4224,53.6276,69.8589,1267.0239,52.535,51.1887,3.2328
516.06699627,29.0118,46.7947,39.3974,53.6176,69.8574,1266.9215,52.5322,51.1876,3.2327
516.16767327,29.0083,46.7904,39.3771,53.571,69.8589,1267.6499,52.6056,51.1752,3.2326
516.26835035,29.0066,46.7893,39.4012,53.5736,69.8579,1268.1165,52.5924,51.1737,3.2331
516.3690274,29.0055,46.8083,39.3473,53.5932,69.8565,1268.2701,52.6402,51.1741,3.2333
516.46970462,29.0042,46.8171,39.2997,53.5996,69.8575,1268.1392,52.6895,51.1874,3.2334
516.57038176,29.0009,46.787,39.2998,53.6094,69.8575,1267.5474,52.6802,51.191,3.2333
516.67105879,28.9975,46.784,39.2679,53.6153,69.857,1267.6498,52.7449,51.1815,3.2337
516.77173585,28.9952,46.7765,39.2638,53.6157,69.857,1267.4506,52.7173,51.1825,3.2336
516.87241377,28.995,46.7784,39.3244,53.6809,69.858,1267.2401,52.6014,51.2005,3.2339
516.97309077,28.9948,46.764,39.3435,53.6668,69.8595,1267.3027,52.6437,51.1852,3.234
517.07376796,28.9962,46.7782,39.3691,53.6705,69.861,1267.7921,52.6237,51.178,3.2345
517.17444516,28.9979,46.7915,39.4225,53.7012,69.86,1267.4677,52.5564,51.1839,3.2346
517.2751223,28.9982,46.8041,39.4055,53.6983,69.8615,1267.61,52.5637,51.1821,3.2347
517.37579939,28.9995,46.8117,39.3968,53.6894,69.862,1267.6043,52.5707,51.1936,3.2346
517.47647639,28.9997,46.8024,39.394,53.6831,69.8625,1267.8547,52.5237,51.1899,3.2346
517.57715345,28.9982,46.8255,39.4293,53.6533,69.8625,1268.327,52.6307,51.1939,3.2343
517.67783061,29.0008,46.8342,39.4363,53.6644,69.862,1268.3839,52.5744,51.2062,3.2344
517.77850764,29.0039,46.8462,39.4504,53.6594,69.862,1268.3725,52.586,51.1988,3.2344
517.87918392,29.005,46.8568,39.3808,53.6555,69.862,1267.9684,52.6794,51.1902,3.2343
517.97986092,29.0081,46.8651,39.3754,53.6563,69.862,1268.27,52.7249,51.1919,3.2341
518.08053789,29.0076,46.8694,39.3596,53.6605,69.8605,1267.9969,52.7369,51.1961,3.2337
518.18121486,29.0105,46.852,39.3474,53.6764,69.861,1268.2359,52.7506,51.205,3.2337
518.281892,29.0151,46.8297,39.3639,53.6755,69.86,1267.5985,52.7565,51.2115,3.2333
518.38256903,29.0222,46.8053,39.396,53.6842,69.86,1267.6042,52.6213,51.2116,3.2335
518.48324606,29.0283,46.803,39.4191,53.6887,69.8595,1267.5985,52.6139,51.1992,3.2336
518.58392311,29.0355,46.791,39.3852,53.649,69.859,1267.3823,52.7533,51.1928,3.2337
518.68460014,29.0378,46.7798,39.3724,53.6381,69.86,1266.984,52.8219,51.1691,3.2335
518.78527736,29.0364,46.7594,39.407,53.6387,69.8605,1266.7336,52.8346,51.165,3.2336
518.88595458,29.0341,46.7456,39.422,53.6429,69.8605,1266.8987,52.6987,51.158,3.2334
518.98663211,29.0289,46.7479,39.421,53.6463,69.8605,1266.3979,52.6868,51.1706,3.2335
519.08730931,29.0219,46.7329,39.4297,53.6434,69.862,1266.3011,52.7622,51.1627,3.2336
519.18798648,29.0094,46.7366,39.4043,53.631,69.8625,1265.4874,52.7972,51.1482,3.2335
519.28866345,28.9918,46.7295,39.4121,53.6276,69.8639,1265.9484,52.7836,51.1371,3.2335
519.38934053,28.9645,46.7123,39.4039,53.6245,69.8644,1265.9826,52.8625,51.1101,3.2336
519.4900177,28.9373,46.6998,39.3818,53.6304,69.8649,1265.7436,52.9568,51.1181,3.2334
519.5906952,28.9075,46.7015,39.3996,53.6884,69.8663,1265.7948,52.7283,51.1215,3.2335
519.69137229,28.8783,46.709,39.4413,53.6894,69.8663,1265.6639,52.6762,51.1232,3.2333
519.79204993,28.854,46.7076,39.4044,53.678,69.8667,1265.6867,52.7728,51.1286,3.2332
519.89272687,28.8291,46.696,39.5039,53.6731,69.8667,1265.9143,52.7835,51.1328,3.2336
519.99340348,28.806,46.6781,39.6465,53.679,69.8672,1266.1533,52.6963,51.128,3.2338
520.09408042,28.7836,46.6634,39.6492,53.6633,69.8672,1266.4094,52.7195,51.138,3.2341
520.19475739,28.7631,46.6446,39.6516,53.6615,69.8676,1266.8248,52.6691,51.1364,3.2341
520.29543442,28.7443,46.6439,39.6504,53.6612,69.8681,1266.5858,52.6808,51.132,3.2339
520.3961115,28.7334,46.6536,39.6505,53.6525,69.8685,1266.3524,52.6124,51.1442,3.2337
520.49678855,28.7242,46.6568,39.7554,53.6411,69.8685,1266.2841,52.5424,51.1376,3.2335
520.59746522,28.7165,46.642,39.7671,53.648,69.8676,1265.9768,52.5276,51.1418,3.2336
520.69814222,28.7101,46.6223,39.7469,53.6529,69.8676,1265.9881,52.5767,51.1502,3.2339
520.79881872,28.7043,46.6166,39.7433,53.652,69.8672,1266.4376,52.5026,51.1499,3.234
520.89949575,28.7041,46.6094,39.6512,53.6518,69.8672,1265.9766,52.4849,51.142,3.2336
521.00017461,28.7027,46.6012,39.5124,53.645,69.8676,1266.1018,52.5095,51.1349,3.2337
521.10085192,28.7014,46.6018,39.5149,53.6617,69.8671,1266.2725,52.3959,51.1285,3.2335
521.20152903,28.7009,46.5999,39.5235,53.674,69.8662,1266.2156,52.3788,51.1388,3.2336
521.30220609,28.7032,46.5951,39.5383,53.6705,69.8657,1266.227,52.3757,51.1321,3.2339
521.40288315,28.7089,46.5879,39.5957,53.6722,69.8653,1266.3864,52.3636,51.1375,3.2337
521.50356054,28.7179,46.5842,39.5348,53.674,69.8653,1266.5401,52.3346,51.1405,3.2339
521.60423773,28.7309,46.586,39.5522,53.675,69.8653,1266.9328,52.3145,51.1415,3.2339
521.70491478,28.7449,46.5942,39.5615,53.6727,69.8653,1267.4735,52.2515,51.1445,3.2338
521.80559189,28.7625,46.6008,39.5821,53.6933,69.8648,1267.2118,52.1877,51.1324,3.2338
521.906269,28.7791,46.6199,39.8139,53.6966,69.8643,1267.559,52.185,51.1401,3.2339
522.00694425,28.8024,46.6293,39.8437,53.6723,69.8639,1267.2688,52.2325,51.1382,3.2335
522.10762111,28.8287,46.6414,39.8574,53.6687,69.8644,1267.1721,52.34,51.1391,3.2334
522.20829811,28.8532,46.6483,39.8799,53.66,69.8649,1267.2631,52.3487,51.1325,3.2332
522.30897547,28.8778,46.6425,39.8907,53.6581,69.864,1267.0241,52.3554,51.1364,3.2328
522.40965269,28.8943,46.6364,39.8387,53.6634,69.8723,1266.9672,52.4016,51.1292,3.2326
522.5103295,28.9076,46.6216,39.8095,53.6263,69.8815,1267.411,52.4215,51.1304,3.2324
522.61100636,28.9128,46.6146,39.7957,53.6168,69.8903,1267.1776,52.4399,51.1247,3.2321
522.71168356,28.9163,46.6218,39.8053,53.6156,69.8961,1266.7735,52.4424,51.1215,3.2318
522.81236042,28.9123,46.6229,39.8969,53.6153,69.9029,1266.4718,52.4365,51.1324,3.2317
522.91303773,28.9071,46.6122,39.6903,53.6053,69.9107,1266.1872,52.5585,51.1275,3.2316
523.01371498,28.8964,46.6079,39.6998,53.6318,69.917,1265.9823,52.5737,51.1384,3.2314
523.11439204,28.8837,46.6035,39.7052,53.628,69.9248,1265.7319,52.4848,51.1327,3.2313
523.21506946,28.8742,46.5804,39.6847,53.608,69.9321,1265.4815,52.5425,51.1215,3.2311
523.31574632,28.8634,46.579,39.6596,53.5979,69.9399,1265.8343,52.5599,51.1132,3.2313
523.41642318,28.8557,46.5661,39.6476,53.6017,69.9408,1265.6692,52.478,51.1253,3.232
523.51710018,28.8453,46.5768,39.6533,53.638,69.9389,1265.5611,52.504,51.1188,3.2322
523.61777735,28.8395,46.5748,39.6568,53.6349,69.9389,1266.005,52.5112,51.1187,3.2325
523.7184544,28.8319,46.5572,39.6168,53.6397,69.9409,1266.4318,52.4964,51.1205,3.2325
523.81913168,28.8284,46.5486,39.5166,53.6354,69.9434,1266.9839,52.5994,51.1226,3.2324
523.91980885,28.8256,46.5315,39.4991,53.6326,69.9453,1267.6156,52.6075,51.1141,3.2325
524.02048607,28.824,46.5062,39.4786,53.6254,69.9453,1268.0652,52.5364,51.1027,3.2327
524.12116351,28.8232,46.4912,39.4439,53.6274,69.9463,1268.492,52.6362,51.1081,3.2326
524.22184042,28.8221,46.4978,39.4557,53.6128,69.9463,1269.0042,52.6341,51.1139,3.2327
524.32251747,28.8201,46.4986,39.4585,53.6288,69.9468,1269.2204,52.7087,51.1282,3.2327
524.42319464,28.8159,46.5148,39.4948,53.6198,69.9434,1269.6814,52.8344,51.1192,3.2322
524.52387172,28.8129,46.5047,39.4911,53.6217,69.9453,1269.34,52.7838,51.1099,3.2321
524.62454878,28.8122,46.5125,39.4931,53.6332,69.9453,1269.2148,52.7551,51.1131,3.2321
524.72522584,28.8111,46.409,39.5167,53.6234,69.9443,1268.7653,52.7837,51.1045,3.2321
524.82590276,28.8085,46.3144,39.5326,53.6099,69.9438,1268.458,52.7715,51.1076,3.2321
524.92657945,28.8059,46.2231,39.5577,53.62,69.9424,1268.1052,52.6664,51.1207,3.2319
525.02725617,28.8029,46.153,39.5693,53.627,69.9439,1268.2133,52.6938,51.1269,3.232
525.12793284,28.8011,46.051,39.5997,53.6361,69.9424,1268.0312,52.5576,51.1297,3.2319
525.22860984,28.7988,45.9972,39.614,53.6615,69.9429,1267.5646,52.4921,51.1291,3.2316
525.32928695,28.797,45.981,39.6135,53.6549,69.9429,1267.485,52.3791,51.1233,3.2315
525.42996395,28.798,45.9702,39.5984,53.6353,69.9434,1267.4053,52.3745,51.1122,3.2314
525.53064109,28.7998,45.9575,39.6141,53.6367,69.9415,1267.5931,52.4228,51.1236,3.231
525.63131836,28.8005,45.9604,39.6081,53.626,69.941,1267.5191,52.4529,51.11,3.2311
525.73199541,28.8031,46.0766,39.6303,53.6318,69.939,1267.6841,52.4356,51.116,3.2311
525.83267257,28.8028,46.1675,39.6284,53.6437,69.939,1268.0027,52.345,51.1144,3.2313
525.93334971,28.8042,46.2712,39.6684,53.6425,69.939,1268.1222,52.4313,51.1179,3.2315
526.03402685,28.8042,46.3725,39.66,53.6401,69.9395,1268.1563,52.5013,51.1231,3.2314
526.13470399,28.8052,46.4858,39.6578,53.6276,69.9405,1268.3213,52.6196,51.1301,3.2315
526.2353811,28.8057,46.5445,39.6406,53.6416,69.94,1268.8733,52.6914,51.145,3.2319
526.33605827,28.8061,46.5766,39.6598,53.6472,69.9414,1268.6627,52.8181,51.1507,3.2318
526.43673541,28.8061,46.5795,39.6582,53.6621,69.9429,1268.0766,52.8418,51.1446,3.2297
526.53741244,28.8069,46.5913,39.6524,53.6552,69.9448,1268.0311,52.9143,51.1451,3.2296
526.63808939,28.8085,46.5852,39.6805,53.6608,69.9448,1268.3157,52.9995,51.1617,3.2293
526.73876692,28.809,46.5681,39.6566,53.654,69.9473,1269.0213,53.0585,51.1739,3.2294
526.83944609,28.8113,46.5579,39.6572,53.6597,69.9487,1268.5604,53.1733,51.1786,3.2289
526.9401232,28.8107,46.5469,39.6056,53.5977,69.9487,1268.6401,53.274,51.1724,3.2268
527.0408004,28.8139,46.5161,39.6048,53.6066,69.9467,1268.0199,53.2149,51.1699,3.2271
527.14147751,28.8169,46.4919,39.5996,53.6118,69.9467,1267.9232,53.1758,51.1562,3.227
527.24215457,28.8232,46.4838,39.5971,53.612,69.9457,1267.6159,53.1414,51.1454,3.2267
527.34283154,28.8292,46.476,39.5589,53.6153,69.9438,1267.6956,53.071,51.1416,3.2265
527.44350859,28.834,46.4924,39.5885,53.6263,69.9438,1268.1508,52.9964,51.1494,3.2284
527.5441857,28.8406,46.5014,39.5759,53.6354,69.9443,1267.8093,52.8848,51.1461,3.2286
527.64486284,28.845,46.4936,39.5289,53.641,69.9453,1267.2288,52.7979,51.1427,3.2286
527.7455394,28.8471,46.4931,39.5474,53.6468,69.9468,1266.2387,52.7644,51.1252,3.2284
527.84621484,28.8483,46.5056,39.5333,53.6063,69.9459,1266.1306,52.8415,51.1101,3.2282
527.94689192,28.8458,46.4496,39.5339,53.6547,69.9464,1265.7208,52.6727,51.0989,3.2299
528.04756889,28.8383,46.3947,39.5583,53.6452,69.9493,1265.9598,52.6389,51.0929,3.2296
528.14824597,28.8279,46.3512,39.5757,53.6459,69.9502,1265.7037,52.6131,51.0939,3.2297
528.24892308,28.8115,46.2247,39.5836,53.6307,69.9531,1265.3167,52.6548,51.0894,3.2298
528.34960006,28.7976,46.1325,39.616,53.6262,69.955,1265.1403,52.6267,51.091,3.2299
528.45027715,28.7837,46.0253,39.5893,53.6231,69.955,1265.0095,52.6006,51.0849,3.2302
528.55095415,28.7685,45.9277,39.6215,53.6207,69.9536,1265.129,52.617,51.0845,3.2305
528.65163104,28.7549,45.8434,39.6547,53.621,69.954,1265.1802,52.7015,51.0905,3.2306
528.75230823,28.7445,45.7627,39.654,53.6224,69.954,1265.4931,52.7357,51.091,3.2308
528.85298476,28.7353,45.7435,39.6913,53.6584,69.9535,1265.7833,52.5887,51.0972,3.2312
528.95366174,28.7312,45.7949,39.7049,53.6595,69.9535,1266.2158,52.6126,51.0932,3.2315
529.05433882,28.7271,45.8506,39.6835,53.6631,69.9535,1266.4548,52.6124,51.0965,3.2315
529.15501585,28.728,45.8955,39.6605,53.6672,69.9531,1266.2727,52.6993,51.1015,3.2315
529.25569277,28.7291,46.0105,39.6603,53.6821,69.9522,1266.5345,52.637,51.1081,3.2317
529.35637082,28.7283,46.0951,39.6643,53.6446,69.9518,1266.4719,52.7611,51.0934,3.2313
529.45704793,28.7281,46.1795,39.6648,53.6525,69.9528,1266.8645,52.7554,51.1078,3.2311
529.55772501,28.7241,46.2815,39.6489,53.6483,69.9523,1267.0865,52.8741,51.1081,3.2308
529.65840215,28.7198,46.3811,39.6391,53.6401,69.9509,1267.3028,52.8082,51.0936,3.2306
529.75907959,28.7166,46.4791,39.6444,53.6277,69.9504,1267.2516,52.8025,51.0982,3.2304
529.85975667,28.7145,46.5067,39.6162,53.6266,69.9513,1267.2174,52.7838,51.0929,3.2304
529.96043378,28.709,46.5157,39.6124,53.6314,69.9513,1266.9101,52.7434,51.101,3.2303
530.06111084,28.7042,46.5232,39.6177,53.6243,69.9469,1266.0792,52.7956,51.1081,3.2301
530.16178803,28.7092,46.5338,39.6365,53.6258,69.9429,1266.6824,52.8031,51.1169,3.2301
530.26246522,28.7138,46.556,39.6492,53.6197,69.938,1266.4377,52.945,51.1223,3.2297
530.36314228,28.7167,46.5465,39.6592,53.6364,69.9365,1266.5686,52.9067,51.1242,3.2302
530.46381944,28.7207,46.5483,39.6526,53.6287,69.9335,1266.2841,52.9955,51.1201,3.2302
530.56449655,28.7295,46.5496,39.6488,53.6362,69.933,1266.2727,52.8901,51.1225,3.2302
530.6651736,28.7356,46.5375,39.6433,53.6447,69.9315,1266.1987,52.8693,51.1328,3.2303
530.76585033,28.7414,46.5348,39.6446,53.6649,69.9295,1266.3638,52.8245,51.1353,3.2307
530.86652742,28.7458,46.5365,39.6214,53.6674,69.9271,1266.3411,52.9225,51.1429,3.2306
530.9672045,28.749,46.5558,39.6085,53.6801,69.9266,1266.6541,53.0342,51.1509,3.2306
531.06788161,28.7489,46.5732,39.61,53.6866,69.9281,1267.3769,53.0807,51.1408,3.2308
531.16855861,28.733,46.5927,39.6029,53.6804,69.9301,1267.1664,53.0246,51.1226,3.2306
531.26923561,28.7216,46.5656,39.5837,53.6759,69.9355,1267.081,52.9046,51.109,3.2307
531.36991252,28.7095,46.568,39.5969,53.6784,69.934,1266.9045,52.8304,51.1224,3.2307
531.47058952,28.6951,46.5605,39.5975,53.6825,69.9345,1267.115,52.7405,51.1209,3.2308
531.57126669,28.6776,46.539,39.5781,53.6822,69.935,1267.2288,52.6972,51.1248,3.231
531.67194383,28.6602,46.5314,39.5751,53.6682,69.9365,1267.4052,52.7378,51.1064,3.231
531.77262091,28.6402,46.5083,39.5154,53.6428,69.9365,1267.4336,52.8106,51.0994,3.2306
531.87329805,28.6182,46.4779,39.533,53.6469,69.936,1267.6555,52.7733,51.0987,3.2306
531.97397519,28.5971,46.458,39.4966,53.6262,69.936,1267.6555,52.7832,51.0866,3.2304
532.07465227,28.5799,46.4314,39.4636,53.6293,69.9365,1267.6327,52.6641,51.0868,3.2303
532.17533008,28.5626,46.4001,39.4326,53.6276,69.938,1267.5701,52.598,51.0889,3.2302
532.27600728,28.5422,46.4107,39.4104,53.6387,69.9365,1268.105,52.5711,51.0923,3.2303
